hanzi,other_hanzi,relation
贒,賢,semantic
贓,賍,semantic
贓,贜,semantic
贓,赃,simplified
贓,𰷭,simplified
贔,赑,simplified
贕,𫧿,simplified
贖,赎,simplified
贗,偐,semantic
贗,贋,semantic
贗,赝,simplified
贙,𰷮,simplified
贚,𫎦,simplified
贛,赣,simplified
贜,賍,semantic
贜,贓,semantic
贜,赃,simplified
贜,𰷭,simplified
贝,貝,traditional
贞,貞,traditional
负,負,traditional
贠,貟,traditional
贡,貢,traditional
财,財,traditional
责,責,traditional
贤,賢,traditional
败,敗,traditional
账,賬,traditional
货,貨,traditional
质,質,traditional
贩,販,traditional
贪,貪,traditional
贫,貧,traditional
贬,貶,traditional
购,購,traditional
贮,𮷍,semantic
贮,貯,traditional
贯,貫,traditional
贰,貳,traditional
贱,賤,traditional
贲,賁,traditional
贳,貰,traditional
贴,貼,traditional
贵,貴,traditional
贶,貺,traditional
贷,貸,traditional
贸,貿,traditional
费,費,traditional
贺,賀,traditional
贻,貽,traditional
贼,賊,traditional
贽,贄,traditional
贾,賈,traditional
贿,賄,traditional
赀,貲,traditional
赁,賃,traditional
赂,賂,traditional
赃,贓,traditional
赃,贜,traditional
资,資,traditional
赅,賅,traditional
赆,贐,traditional
赇,賕,traditional
赈,賑,traditional
赉,賚,traditional
赊,賒,traditional
赋,賦,traditional
赌,賭,traditional
赍,賫,traditional
赍,齎,traditional
赎,贖,traditional
赏,賞,traditional
赐,賜,traditional
赑,贔,traditional
赒,賙,traditional
赓,賡,traditional
赔,賠,traditional
赕,賧,traditional
赖,賴,traditional
赗,賵,traditional
赘,贅,traditional
赙,賻,traditional
赚,賺,traditional
赛,賽,traditional
赜,賾,traditional
赝,贋,traditional
赝,贗,traditional
赞,贊,traditional
赟,贇,traditional
赠,贈,traditional
赡,贍,traditional
赢,贏,traditional
赣,贛,traditional
赤,𤆍,semantic
赩,𦫜,semantic
赪,赬,traditional
赬,䞓,semantic
赬,赪,simplified
赵,趙,traditional
赶,趕,semantic
赶,赶,simplified
赶,赶,traditional
赶,趕,traditional
赸,訕,semantic
赿,趆,spoofing
趁,趂,semantic
趂,趁,semantic
趄,跙,semantic
趆,赿,spoofing
趋,趨,semantic
趋,趋,simplified
趋,趋,traditional
趋,趨,traditional
趑,趦,semantic
趒,跳,semantic
趕,赶,semantic
趕,赶,simplified
趙,赵,simplified
趦,趑,semantic
趨,趋,semantic
趨,趋,simplified
趫,𰷶,simplified
趬,𰷵,simplified
趮,躁,semantic
趯,躍,semantic
趱,趲,traditional
趲,趱,simplified
趸,躉,traditional
跃,躍,traditional
跄,蹌,traditional
跊,𧿴,spoofing
跖,蹠,semantic
跙,趄,semantic
跞,躒,traditional
跡,蹟,semantic
跡,迹,semantic
跡,迹,simplified
跥,跺,semantic
跥,跺,z-variant
跳,趒,semantic
跳,𨁔,semantic
跴,踹,semantic
践,踐,traditional
跶,躂,traditional
跷,蹺,traditional
跸,蹕,traditional
跹,躚,traditional
跺,跥,semantic
跺,跥,z-variant
跻,躋,traditional
踁,硜,semantic
踊,踴,semantic
踊,踊,simplified
踊,踊,traditional
踊,踴,traditional
踌,躊,traditional
踏,蹋,semantic
踐,践,simplified
踚,𬦧,simplified
踪,蹤,semantic
踪,踪,simplified
踪,踪,traditional
踪,蹤,traditional
踬,躓,traditional
踭,㬹,semantic
踯,躑,traditional
踰,逾,semantic
踴,踊,semantic
踴,踊,simplified
踵,歱,semantic
踹,跴,semantic
踽,偊,semantic
蹄,蹏,semantic
蹋,踏,semantic
蹋,蹹,semantic
蹌,牄,semantic
蹌,跄,simplified
蹏,蹄,semantic
蹑,躡,traditional
蹒,蹣,traditional
蹔,𫏐,simplified
蹕,跸,simplified
蹛,𰸚,simplified
蹝,屣,semantic
蹝,躧,semantic
蹟,跡,semantic
蹟,迹,semantic
蹠,跖,semantic
蹡,𬧀,simplified
蹢,豴,semantic
蹣,蹒,simplified
蹤,踪,semantic
蹤,踪,simplified
蹤,𧿛,simplified
蹥,𰸔,simplified
蹧,遭,semantic
蹪,𰸞,simplified
蹮,躚,semantic
蹰,蹰,simplified
蹰,蹰,traditional
蹰,躕,traditional
蹳,𫏆,simplified
蹴,蹵,semantic
蹵,蹴,semantic
蹹,蹋,semantic
蹺,蹻,semantic
蹺,跷,simplified
蹻,蹺,semantic
蹻,𫏋,simplified
蹿,躥,traditional
躀,𬦻,simplified
躁,趮,semantic
躂,跶,simplified
躅,䠱,semantic
躉,趸,simplified
躊,踌,simplified
躋,隮,semantic
躋,跻,simplified
躍,趯,semantic
躍,跃,simplified
躎,䟢,simplified
躏,躪,traditional
躑,踯,simplified
躒,跞,simplified
躓,踬,simplified
躕,蹰,simplified
躗,躛,semantic
躗,躛,z-variant
躘,𨀁,simplified
躚,蹮,semantic
躚,跹,simplified
躛,躗,semantic
躛,躗,z-variant
躜,躦,traditional
躝,𨅬,simplified
躡,蹑,simplified
躥,蹿,simplified
躦,躜,simplified
躧,屣,semantic
躧,蹝,semantic
躧,𰸐,simplified
躪,躏,simplified
躬,躳,semantic
躭,眈,semantic
躯,躯,simplified
躯,躯,traditional
躯,軀,traditional
躱,躲,semantic
躲,躱,semantic
躳,躬,semantic
躶,裸,semantic
躷,矮,semantic
軀,躯,simplified
軂,𬧤,simplified
軃,𰹀,simplified
軄,職,semantic
軆,体,semantic
軇,𮜶,simplified
軉,𨉗,simplified
車,车,simplified
軋,轧,simplified
軌,轨,simplified
軍,军,simplified
軎,𰹲,simplified
軏,𫐄,simplified
軑,轪,simplified
軒,轩,simplified
軓,𰹴,simplified
軔,轫,simplified
軕,𫐅,simplified
軖,𰹶,simplified
軗,𨐅,simplified
軘,𰹸,simplified
軚,𮷗,simplified
軛,軶,semantic
軛,轭,simplified
軜,𫐇,simplified
軝,𬨂,simplified
軞,𬨁,simplified
軟,輭,semantic
軟,软,simplified
軤,轷,simplified
軥,𰺁,simplified
軧,𰺀,simplified
軨,𫐉,simplified
軫,轸,simplified
軬,𫐊,simplified
軮,𬨄,simplified
軯,𰹽,simplified
軰,輩,semantic
軱,𮝴,simplified
軲,轱,simplified
軳,𰺂,simplified
軵,𰹿,simplified
軶,軛,semantic
軷,𫐈,simplified
軸,轴,simplified
軹,轵,simplified
軺,𨍳,semantic
軺,轺,simplified
軻,轲,simplified
軼,轶,simplified
軾,轼,simplified
軿,𫐌,simplified
軿,輧,z-variant
輀,𮝵,simplified
輁,𰺄,simplified
輂,𰺅,simplified
較,较,simplified
輄,𨐈,simplified
輅,辂,simplified
輆,𬨇,simplified
輇,辁,simplified
輈,辀,simplified
載,载,simplified
輊,轾,simplified
輋,𪨶,simplified
輐,𰺇,simplified
輑,𰺈,simplified
輒,輙,semantic
輒,辄,simplified
輓,挽,simplified
輓,𬨈,simplified
輔,辅,simplified
輕,轻,simplified
輖,𫐏,simplified
輗,𫐐,simplified
輘,𰺊,simplified
輙,輒,semantic
輙,𰺋,simplified
輚,𰹼,simplified
輛,辆,simplified
輜,辎,simplified
輝,煇,semantic
輝,辉,simplified
輞,辋,simplified
輟,辍,simplified
輠,𰺍,simplified
輡,𰺐,simplified
輢,𫐎,simplified
輣,𰺏,simplified
輤,𰺉,simplified
輥,辊,simplified
輦,辇,simplified
輧,軿,z-variant
輨,𫐑,simplified
輩,軰,semantic
輩,辈,simplified
輪,轮,simplified
輫,𰺎,simplified
輬,辌,simplified
輭,軟,semantic
輮,𫐓,simplified
輯,辑,simplified
輲,𰺒,simplified
輳,辏,simplified
輴,𮝸,simplified
輵,轕,semantic
輵,𬨍,simplified
輶,𬨎,simplified
輷,𫐒,simplified
輸,输,simplified
輹,𰺓,simplified
輻,辐,simplified
輼,辒,simplified
輾,辗,simplified
輿,轝,semantic
輿,舆,simplified
轀,辒,simplified
轁,𮷝,simplified
轂,毂,simplified
轃,𰺖,simplified
轄,鎋,semantic
轄,辖,simplified
轅,辕,simplified
轆,樚,semantic
轆,辘,simplified
轇,𫐖,simplified
轈,𬨓,simplified
轉,转,simplified
轊,𫐕,simplified
轍,辙,simplified
轎,轿,simplified
轏,𰺞,simplified
轐,𫐗,simplified
轑,𰺛,simplified
轒,𮝷,simplified
轓,𰺜,simplified
轔,辚,simplified
轕,輵,semantic
轕,𮝺,simplified
轖,𰺙,simplified
轗,㙳,semantic
轗,𫐘,simplified
轘,𮝹,simplified
轙,𰹵,simplified
轚,𰺟,simplified
轛,𰺃,simplified
轝,輿,semantic
轝,𬛼,simplified
轞,𰺗,simplified
轟,𮷛,semantic
轟,轰,simplified
轠,𫐙,simplified
轡,辔,simplified
轢,轹,simplified
轣,𫐆,simplified
轤,轳,simplified
轥,𰺣,simplified
车,車,traditional
轧,軋,traditional
轨,軌,traditional
轩,軒,traditional
轪,軑,traditional
轫,軔,traditional
转,轉,traditional
轭,軛,traditional
轮,輪,traditional
软,軟,traditional
轰,𮷛,semantic
轰,轟,traditional
轱,軲,traditional
轲,軻,traditional
轳,轤,traditional
轴,軸,traditional
轵,軹,traditional
轶,軼,traditional
轷,軤,traditional
轸,軫,traditional
轹,轢,traditional
轺,軺,traditional
轻,輕,traditional
轼,軾,traditional
载,載,traditional
轾,輊,traditional
轿,轎,traditional
辀,輈,traditional
辁,輇,traditional
辂,輅,traditional
较,較,traditional
辄,輒,traditional
辅,輔,traditional
辆,輛,traditional
辇,輦,traditional
辈,輩,traditional
辉,輝,traditional
辊,輥,traditional
辋,輞,traditional
辌,輬,traditional
辍,輟,traditional
辎,輜,traditional
辏,輳,traditional
辐,輻,traditional
辑,輯,traditional
辒,輼,traditional
辒,轀,traditional
输,輸,traditional
辔,轡,traditional
辕,轅,traditional
辖,轄,traditional
辗,輾,traditional
辘,轆,traditional
辙,轍,traditional
辚,轔,traditional
辞,辤,semantic
辞,辭,semantic
辞,辞,simplified
辞,辞,traditional
辞,辭,traditional
辟,辟,simplified
辟,辟,traditional
辟,闢,traditional
辠,罪,semantic
辢,辣,semantic
辣,辢,semantic
辤,辞,semantic
辤,辭,semantic
辦,办,semantic
辦,办,simplified
辨,辯,semantic
辩,辯,traditional
辫,辮,traditional
辭,辞,semantic
辭,辤,semantic
辭,辞,simplified
辮,辫,simplified
辯,辨,semantic
辯,辩,simplified
農,莀,semantic
農,农,simplified
辵,辶,semantic
辶,辵,semantic
边,邊,semantic
边,边,simplified
边,边,traditional
边,邊,traditional
辽,遼,traditional
达,達,traditional
迁,遷,semantic
迁,迁,simplified
迁,迁,traditional
迁,遷,traditional
过,過,semantic
过,过,simplified
过,过,traditional
过,過,traditional
迈,邁,traditional
迊,匝,semantic
迊,帀,semantic
运,運,traditional
迕,忤,semantic
还,還,semantic
还,还,simplified
还,还,traditional
还,還,traditional
这,這,semantic
这,这,simplified
这,这,traditional
这,這,traditional
进,進,traditional
远,远,simplified
远,远,traditional
远,遠,traditional
违,違,traditional
连,連,traditional
迟,遲,traditional
迨,逮,semantic
迩,邇,semantic
迩,迩,simplified
迩,迩,traditional
迩,邇,traditional
迪,廸,semantic
迫,廹,semantic
迯,逃,semantic
迳,𮷠,spoofing
迳,逕,traditional
迴,廻,semantic
迴,回,simplified
迹,跡,semantic
迹,蹟,semantic
迹,迹,simplified
迹,跡,traditional
迹,迹,traditional
迺,乃,semantic
迺,廼,semantic
迻,移,semantic
适,适,simplified
适,适,traditional
适,適,traditional
逃,迯,semantic
选,选,simplified
选,选,traditional
选,選,traditional
逊,逊,simplified
逊,逊,traditional
逊,遜,traditional
递,递,simplified
递,递,traditional
递,遞,traditional
逓,遞,semantic
逕,迳,simplified
逖,逷,semantic
這,这,semantic
這,这,simplified
連,连,simplified
逦,邐,traditional
逮,迨,semantic
週,周,semantic
進,进,simplified
逷,逖,semantic
逸,𨓜,z-variant
逻,逻,simplified
逻,逻,traditional
逻,邏,traditional
逼,偪,semantic
逾,踰,semantic
逿,𰺲,simplified
遁,遯,semantic
遉,偵,semantic
運,运,simplified
遍,徧,semantic
過,过,semantic
過,过,simplified
達,达,simplified
違,违,simplified
遗,遺,traditional
遙,遥,simplified
遜,愻,semantic
遜,逊,simplified
遞,逓,semantic
遞,递,simplified
遟,遲,semantic
遠,远,simplified
遡,泝,semantic
遡,溯,semantic
遥,遙,traditional
適,适,simplified
遭,蹧,semantic
遯,遁,semantic
遰,𰻆,simplified
遱,𫐷,simplified
遲,遟,semantic
遲,迟,simplified
遶,繞,semantic
遶,𰺷,simplified
遷,迁,semantic
遷,𨙞,semantic
遷,迁,simplified
選,选,simplified
遺,遗,simplified
遼,辽,simplified
邁,迈,simplified
還,还,semantic
還,还,simplified
邅,㣶,semantic
邇,迩,semantic
邇,迩,simplified
邊,边,semantic
邊,边,simplified
邏,逻,simplified
邐,逦,simplified
邓,鄧,traditional
邕,雍,semantic
邕,𪪝,semantic
邗,䢴,spoofing
邝,鄺,traditional
邠,㟗,semantic
邠,豳,semantic
那,𮷩,spoofing
邨,村,semantic
邬,鄔,traditional
邮,郵,traditional
邹,鄒,traditional
邺,鄴,traditional
邻,鄰,traditional
郁,喐,semantic
郁,郁,simplified
郁,郁,traditional
郁,鬱,traditional
郄,郤,semantic
郎,郞,z-variant
郏,郟,traditional
郐,鄶,traditional
郑,郑,simplified
郑,郑,traditional
郑,鄭,traditional
郓,鄆,traditional
郞,郎,z-variant
郟,郏,simplified
郤,郄,semantic
郦,酈,traditional
郧,鄖,traditional
郰,鄹,semantic
郲,𬩾,simplified
郵,邮,simplified
郷,鄉,semantic
郷,鄉,z-variant
郷,鄕,z-variant
郸,鄲,traditional
鄆,郓,simplified
鄉,郷,semantic
鄉,鄕,semantic
鄉,乡,simplified
鄉,郷,z-variant
鄉,鄕,z-variant
鄒,邹,simplified
鄔,塢,semantic
鄔,邬,simplified
鄕,鄉,semantic
鄕,郷,z-variant
鄕,鄉,z-variant
鄖,郧,simplified
鄟,𫑘,simplified
鄡,𰻮,simplified
鄦,𰻡,simplified
鄧,邓,simplified
鄩,𬩽,simplified
鄪,𰻳,simplified
鄬,𰻦,simplified
鄭,郑,simplified
鄮,𬪍,simplified
鄰,隣,semantic
鄰,邻,simplified
鄲,郸,simplified
鄳,𫑡,simplified
鄴,邺,simplified
鄶,郐,simplified
鄹,郰,semantic
鄺,邝,simplified
酂,酇,traditional
酇,酂,simplified
酈,郦,simplified
酔,醉,semantic
酖,鴆,semantic
酝,醖,traditional
酝,醞,traditional
酦,醱,traditional
酧,酬,semantic
酧,醻,semantic
酬,酧,semantic
酬,醻,semantic
酱,醬,traditional
酽,釅,traditional
酾,釃,traditional
酿,釀,traditional
醆,盞,semantic
醆,𬪨,simplified
醇,䣩,semantic
醉,酔,semantic
醊,餟,semantic
醖,酝,simplified
醜,丑,simplified
醞,酝,simplified
醡,榨,semantic
醦,𮠳,simplified
醧,𬪧,simplified
醩,糟,semantic
醫,医,semantic
醫,医,simplified
醬,酱,simplified
醱,酦,simplified
醲,𬪩,simplified
醳,𰼅,simplified
醶,𫑷,simplified
醻,酧,semantic
醻,酬,semantic
醾,醿,semantic
醿,醾,semantic
釀,酿,simplified
釁,衅,semantic
釁,衅,simplified
釃,酾,simplified
釅,酽,simplified
采,采,simplified
采,埰,traditional
采,採,traditional
采,采,traditional
释,釋,traditional
釋,释,simplified
里,里,simplified
里,裏,traditional
里,裡,traditional
里,里,traditional
野,埜,semantic
釐,𭀖,semantic
釐,厘,semantic
釐,厘,simplified
金,釒,semantic
釒,金,semantic
釒,钅,simplified
釓,钆,simplified
釔,钇,simplified
釕,钌,simplified
釗,钊,simplified
釘,钉,simplified
釙,钋,simplified
釚,𫟲,simplified
釛,𰽖,simplified
釜,鬴,semantic
針,箴,semantic
針,鍼,semantic
針,针,simplified
釟,𫓥,simplified
釣,钓,simplified
釤,钐,simplified
釥,𰽛,simplified
釦,𬬪,simplified
釧,钏,simplified
釨,𫓦,simplified
釩,钒,simplified
釪,𰽗,simplified
釫,𬬨,simplified
釬,焊,semantic
釬,銲,semantic
釬,𬬧,simplified
釭,𮣲,simplified
釱,𰽘,simplified
釲,𫟳,simplified
釳,𨰿,simplified
釴,𬬩,simplified
釵,钗,simplified
釷,钍,simplified
釹,钕,simplified
釺,钎,simplified
釽,𬬲,simplified
釾,䥺,simplified
釿,𬬱,simplified
鈀,耙,semantic
鈀,钯,simplified
鈁,钫,simplified
鈂,𬬵,simplified
鈃,銒,semantic
鈃,钘,simplified
鈄,钭,simplified
鈆,鉛,semantic
鈆,𫓪,simplified
鈇,𫓧,simplified
鈈,钚,simplified
鈉,钠,simplified
鈋,𨱂,simplified
鈍,钝,simplified
鈎,鉤,semantic
鈎,钩,simplified
鈏,𰽣,simplified
鈐,钤,simplified
鈑,钣,simplified
鈒,钑,simplified
鈓,𬬯,simplified
鈔,钞,simplified
鈕,钮,simplified
鈖,𫟴,simplified
鈗,𫟵,simplified
鈚,𬬫,simplified
鈛,𫓨,simplified
鈜,𮣳,simplified
鈞,銁,semantic
鈞,钧,simplified
鈠,𨱁,simplified
鈣,钙,simplified
鈤,𰽡,simplified
鈥,钬,simplified
鈦,钛,simplified
鈧,钪,simplified
鈨,𮷸,simplified
鈪,𰽞,simplified
鈮,铌,simplified
鈯,𨱄,simplified
鈰,铈,simplified
鈲,𨱃,simplified
鈳,钶,simplified
鈴,铃,simplified
鈵,𰽥,simplified
鈶,𬭀,simplified
鈷,钴,simplified
鈸,钹,simplified
鈹,铍,simplified
鈺,钰,simplified
鈼,𬬽,simplified
鈽,钸,simplified
鈾,铀,simplified
鈿,钿,simplified
鉀,钾,simplified
鉁,𨱅,simplified
鉄,鐵,semantic
鉄,銕,semantic
鉅,钜,simplified
鉆,鉗,semantic
鉆,鑽,semantic
鉈,砣,semantic
鉈,𥓿,semantic
鉈,铊,simplified
鉉,铉,simplified
鉊,𬬿,simplified
鉋,刨,semantic
鉋,铇,simplified
鉌,𰽬,simplified
鉍,铋,simplified
鉎,𰽫,simplified
鉏,鋤,semantic
鉏,𬬺,simplified
鉐,𬬷,simplified
鉑,铂,simplified
鉒,𰽯,simplified
鉔,𫓬,simplified
鉕,钷,simplified
鉗,鉆,semantic
鉗,钳,simplified
鉘,𰽱,simplified
鉙,𰽨,simplified
鉚,铆,simplified
鉛,鈆,semantic
鉛,铅,simplified
鉜,𰽮,simplified
鉝,𫟷,simplified
鉞,戉,semantic
鉞,钺,simplified
鉟,𰽧,simplified
鉠,𫓭,simplified
鉡,𰽰,simplified
鉢,缽,semantic
鉢,钵,simplified
鉤,鈎,semantic
鉤,钩,simplified
鉤,𰽭,simplified
鉥,𬬸,simplified
鉦,钲,simplified
鉧,𬭁,simplified
鉨,鿭,simplified
鉬,钼,simplified
鉭,钽,simplified
鉮,𬬹,simplified
鉲,𰽩,simplified
鉴,鑒,traditional
鉵,𰽶,simplified
鉶,铏,simplified
鉷,𫟹,simplified
鉸,铰,simplified
鉹,𰽹,simplified
鉺,铒,simplified
鉻,铬,simplified
鉼,𰽼,simplified
鉽,𫟸,simplified
鉾,𫓴,simplified
鉿,铪,simplified
銀,银,simplified
銁,鈞,semantic
銁,𫓲,simplified
銂,𫟻,simplified
銃,铳,simplified
銅,铜,simplified
銈,𫓯,simplified
銊,𫓰,simplified
銊,𬫍,spoofing
銋,𰽻,simplified
銍,铚,simplified
銏,𫟶,simplified
銑,铣,simplified
銒,鈃,semantic
銓,铨,simplified
銔,𬭃,simplified
銕,鉄,semantic
銕,鐵,semantic
銖,铢,simplified
銗,𬭅,simplified
銘,铭,simplified
銙,𰽴,simplified
銚,铫,simplified
銛,铦,simplified
銜,㘅,semantic
銜,衔,simplified
銠,铑,simplified
銡,𰽲,simplified
銣,铷,simplified
銥,铱,simplified
銦,铟,simplified
銧,𰽵,simplified
銨,铵,simplified
銩,铥,simplified
銪,铕,simplified
銫,铯,simplified
銬,铐,simplified
銮,銮,simplified
銮,銮,traditional
銮,鑾,traditional
銱,铞,simplified
銲,釬,semantic
銲,𬭍,simplified
銳,锐,simplified
銳,鋭,z-variant
銶,𨱇,simplified
銷,销,simplified
銸,𰽿,simplified
銹,鏥,semantic
銹,鏽,semantic
銹,锈,simplified
銻,锑,simplified
銼,锉,simplified
銾,𰾁,simplified
鋁,铝,simplified
鋂,𰾄,simplified
鋃,锒,simplified
鋅,锌,simplified
鋇,钡,simplified
鋉,𨱈,simplified
鋊,𰾆,simplified
鋋,𮣴,simplified
鋌,铤,simplified
鋍,𰾀,simplified
鋏,铗,simplified
鋐,𬭎,simplified
鋑,鐫,semantic
鋑,鑴,semantic
鋑,𮸏,simplified
鋒,锋,simplified
鋓,𮸊,simplified
鋗,𫓶,simplified
鋘,𬭌,simplified
鋙,铻,simplified
鋜,𰾃,simplified
鋝,锊,simplified
鋟,锓,simplified
鋠,𫓵,simplified
鋡,𰾅,simplified
鋣,铘,simplified
鋤,鉏,semantic
鋤,锄,simplified
鋥,锃,simplified
鋦,锔,simplified
鋧,𰽢,simplified
鋨,锇,simplified
鋩,铓,simplified
鋪,舖,semantic
鋪,铺,simplified
鋭,锐,simplified
鋭,銳,z-variant
鋮,铖,simplified
鋯,锆,simplified
鋰,锂,simplified
鋱,铽,simplified
鋶,锍,simplified
鋸,锯,simplified
鋹,𬬮,simplified
鋼,钢,simplified
鋾,𰾏,simplified
錀,𬬭,simplified
錁,锞,simplified
錂,𨱋,simplified
錄,录,simplified
錆,锖,simplified
錇,锫,simplified
錈,锩,simplified
錋,𬭖,simplified
錍,𰾎,simplified
錏,铔,simplified
錐,锥,simplified
錑,𬭜,simplified
錒,锕,simplified
錔,𰾓,simplified
錕,锟,simplified
錗,𬭗,simplified
錘,鎚,semantic
錘,锤,simplified
錙,锱,simplified
錚,铮,simplified
錛,锛,simplified
錜,𫓻,simplified
錝,𫓽,simplified
錞,𬭚,simplified
錟,锬,simplified
錠,锭,simplified
錡,锜,simplified
錢,𫢊,semantic
錢,钱,simplified
錣,𮣵,simplified
錤,𫓹,simplified
錥,𫓾,simplified
錦,锦,simplified
錧,𰾒,simplified
錨,锚,simplified
錩,锠,simplified
錪,𬭓,simplified
錫,锡,simplified
錭,𬭕,simplified
錮,锢,simplified
錯,错,simplified
録,录,simplified
錳,锰,simplified
錶,表,simplified
錶,𰾍,simplified
錸,铼,simplified
錺,𮸐,simplified
錽,𫓸,simplified
錾,鏨,traditional
鍀,锝,simplified
鍁,锨,simplified
鍂,𰾑,simplified
鍃,锪,simplified
鍄,𨱉,simplified
鍆,钔,simplified
鍇,锴,simplified
鍈,锳,simplified
