"hanzi","part_symbol","relation","position"
"榣","䍃","component","2"
"榤","木","component","1"
"榤","桀","component","2"
"榥","晃","component","2"
"榥","木","component","1"
"榦","倝","component","1"
"榦","木","component","2"
"榧","匪","component","2"
"榧","木","component","1"
"榨","木","component","1"
"榨","窄","component","2"
"榩","木","component","1"
"榩","虔","component","2"
"榪","木","component","1"
"榪","馬","component","2"
"榫","木","component","1"
"榫","隼","component","2"
"榬","木","component","1"
"榬","袁","component","2"
"榭","射","component","2"
"榭","木","component","1"
"榮","木","component","2"
"榮","炏","component","1"
"榯","時","component","2"
"榯","木","component","1"
"榰","木","component","1"
"榰","耆","component","2"
"榱","木","component","1"
"榱","衰","component","2"
"榲","木","component","1"
"榳","庭","component","2"
"榳","木","component","1"
"榴","木","component","1"
"榴","留","component","2"
"榵","木","component","1"
"榵","茸","component","2"
"榶","唐","component","2"
"榶","木","component","1"
"榷","木","component","1"
"榷","隺","component","2"
"榸","埋","component","2"
"榸","木","component","1"
"榹","木","component","1"
"榹","虒","component","2"
"榺","月","component","1"
"榺","桊","component","2"
"榻","木","component","1"
"榼","木","component","1"
"榼","盍","component","2"
"榽","奚","component","2"
"榽","木","component","1"
"榾","木","component","1"
"榾","骨","component","2"
"榿","木","component","1"
"榿","豈","component","2"
"槀","木","component","2"
"槀","高","component","1"
"槁","木","component","1"
"槁","高","component","2"
"槂","孫","component","2"
"槂","木","component","1"
"槃","木","component","2"
"槃","般","component","1"
"槄","木","component","1"
"槄","舀","component","2"
"槅","木","component","1"
"槅","鬲","component","2"
"槆","木","component","1"
"槆","荀","component","2"
"槇","木","component","1"
"槇","眞","component","2"
"槈","木","component","1"
"槈","辱","component","2"
"槉","木","component","1"
"槉","疾","component","2"
"槊","朔","component","1"
"槊","木","component","2"
"構","冓","component","2"
"構","木","component","1"
"槌","木","component","1"
"槌","追","component","2"
"槍","倉","component","2"
"槍","木","component","1"
"槎","差","component","2"
"槎","木","component","1"
"槏","兼","component","2"
"槏","木","component","1"
"槐","木","component","1"
"槐","鬼","component","2"
"槑","呆","component","1"
"槒","木","component","1"
"槒","畜","component","2"
"槓","木","component","1"
"槓","貢","component","2"
"槔","木","component","1"
"槔","皋","component","2"
"槕","木","component","1"
"槕","桌","component","2"
"槖","士","component","1"
"槖","䂞","component","2"
"槗","木","component","1"
"様","木","component","1"
"槙","木","component","1"
"槙","真","component","2"
"槚","木","component","1"
"槚","贾","component","2"
"槛","木","component","1"
"槛","监","component","2"
"槜","木","component","1"
"槜","隽","component","2"
"槝","島","component","2"
"槝","木","component","1"
"槞","木","component","1"
"槞","竜","component","2"
"槟","宾","component","2"
"槟","木","component","1"
"槠","木","component","1"
"槠","诸","component","2"
"槡","木","component","1"
"槡","桑","component","2"
"槢","木","component","1"
"槢","習","component","2"
"槣","寄","component","2"
"槣","木","component","1"
"槤","木","component","1"
"槤","連","component","2"
"槥","彗","component","2"
"槥","木","component","1"
"槦","庸","component","2"
"槦","木","component","1"
"槧","斬","component","1"
"槧","木","component","2"
"槨","木","component","1"
"槨","郭","component","2"
"槩","旣","component","1"
"槩","木","component","2"
"槪","旣","component","2"
"槪","木","component","1"
"槫","專","component","2"
"槫","木","component","1"
"槬","木","component","1"
"槬","瓠","component","2"
"槭","戚","component","2"
"槭","木","component","1"
"槮","參","component","2"
"槮","木","component","1"
"槯","崔","component","2"
"槯","木","component","1"
"槰","木","component","1"
"槰","逢","component","2"
"槱","梄","component","1"
"槱","灬","component","2"
"槲","斛","component","2"
"槲","木","component","1"
"槳","將","component","1"
"槳","木","component","2"
"槴","扈","component","2"
"槴","木","component","1"
"槵","患","component","2"
"槵","木","component","1"
"槶","國","component","2"
"槶","木","component","1"
"槷","埶","component","1"
"槷","木","component","2"
"槸","埶","component","2"
"槸","木","component","1"
"槹","木","component","1"
"槹","皐","component","2"
"槺","康","component","2"
"槺","木","component","1"
"槻","木","component","1"
"槻","規","component","2"
"槼","木","component","2"
"槼","規","component","1"
"槽","曹","component","2"
"槽","木","component","1"
"槾","曼","component","2"
"槾","木","component","1"
"槿","堇","component","2"
"槿","木","component","1"
"樀","啇","component","2"
"樀","木","component","1"
"樁","木","component","1"
"樁","舂","component","2"
"樂","木","component","1"
"樃","朗","component","2"
"樃","木","component","1"
"樄","木","component","1"
"樄","陳","component","2"
"樅","從","component","2"
"樅","木","component","1"
"樆","木","component","1"
"樆","离","component","2"
"樇","木","component","1"
"樇","脩","component","2"
"樈","木","component","1"
"樈","竟","component","2"
"樉","木","component","1"
"樉","爽","component","2"
"樊","大","component","2"
"樊","棥","component","1"
"樋","木","component","1"
"樋","通","component","2"
"樌","木","component","1"
"樌","貫","component","2"
"樍","木","component","1"
"樍","責","component","2"
"樎","宿","component","2"
"樎","木","component","1"
"樏","木","component","1"
"樏","累","component","2"
"樐","木","component","1"
"樐","鹵","component","2"
"樑","木","component","1"
"樑","梁","component","2"
"樒","密","component","2"
"樒","木","component","1"
"樓","婁","component","2"
"樓","木","component","1"
"樔","巢","component","2"
"樔","木","component","1"
"樕","木","component","1"
"樕","欶","component","2"
"樖","合","component","1"
"樖","柯","component","2"
"樗","木","component","1"
"樗","雩","component","2"
"樘","堂","component","2"
"樘","木","component","1"
"標","木","component","1"
"標","票","component","2"
"樚","木","component","1"
"樚","鹿","component","2"
"樛","木","component","1"
"樛","翏","component","2"
"樜","庶","component","2"
"樜","木","component","1"
"樝","木","component","1"
"樝","虘","component","2"
"樞","區","component","2"
"樞","木","component","1"
"樟","木","component","1"
"樟","章","component","2"
"樠","木","component","1"
"樠","㒼","component","2"
"模","木","component","1"
"模","莫","component","2"
"樢","木","component","1"
"樢","鳥","component","2"
"樣","木","component","1"
"樣","羕","component","2"
"樤","木","component","1"
"樤","條","component","2"
"樥","木","component","1"
"樥","莑","component","2"
"樦","木","component","1"
"樦","䇠","component","2"
"樧","木","component","1"
"樧","殺","component","2"
"樨","木","component","1"
"樨","犀","component","2"
"権","朲","component","1"
"権","隹","component","2"
"横","木","component","1"
"横","黄","component","2"
"樫","堅","component","2"
"樫","木","component","1"
"樬","悤","component","2"
"樬","木","component","1"
"樭","基","component","2"
"樭","木","component","1"
"樮","木","component","1"
"樮","䙳","component","2"
"樯","啬","component","2"
"樯","木","component","1"
"樰","木","component","1"
"樰","雪","component","2"
"樱","婴","component","2"
"樱","木","component","1"
"樲","木","component","1"
"樲","貳","component","2"
"樳","尋","component","2"
"樳","木","component","1"
"樴","戠","component","2"
"樴","木","component","1"
"樵","木","component","1"
"樵","焦","component","2"
"樶","最","component","2"
"樶","木","component","1"
"樷","取","component","2"
"樷","木","component","1"
"樸","木","component","1"
"樸","菐","component","2"
"樹","尌","component","2"
"樹","木","component","1"
"樺","木","component","1"
"樺","華","component","2"
"樻","木","component","1"
"樻","貴","component","2"
"樼","孱","component","2"
"樼","木","component","1"
"樽","尊","component","2"
"樽","木","component","1"
"樾","木","component","1"
"樾","越","component","2"
"樿","單","component","2"
"樿","木","component","1"
"橀","木","component","1"
"橁","木","component","1"
"橁","筍","component","2"
"橂","奠","component","2"
"橂","木","component","1"
"橃","木","component","1"
"橃","發","component","2"
"橄","敢","component","2"
"橄","木","component","1"
"橅","木","component","1"
"橅","無","component","2"
"橆","林","component","1"
"橇","木","component","1"
"橇","毳","component","2"
"橈","堯","component","2"
"橈","木","component","1"
"橉","木","component","1"
"橉","粦","component","2"
"橊","木","component","1"
"橊","畱","component","2"
"橋","喬","component","2"
"橋","木","component","1"
"橌","木","component","1"
"橌","閒","component","2"
"橍","木","component","1"
"橍","閏","component","2"
"橎","木","component","1"
"橎","番","component","2"
"橏","善","component","2"
"橏","木","component","1"
"橑","尞","component","2"
"橑","木","component","1"
"橒","木","component","1"
"橒","雲","component","2"
"橓","木","component","1"
"橓","舜","component","2"
"橔","敦","component","2"
"橔","木","component","1"
"橕","木","component","1"
"橕","牚","component","2"
"橖","木","component","1"
"橖","棠","component","2"
"橗","木","component","1"
"橗","萌","component","2"
"橘","木","component","1"
"橘","矞","component","2"
"橙","木","component","1"
"橙","登","component","2"
"橚","木","component","1"
"橚","肅","component","2"
"橛","厥","component","2"
"橛","木","component","1"
"橜","厥","component","1"
"橜","木","component","2"
"橝","木","component","1"
